id,product,price,stockx_price,size,added_on,storage_loc,storage_addr
2022-10-20-000096,HP5349,243.0,143,13K,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000097,HP5349,250.0,150,1Y,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000098,CV5276-107,230.0,130,6.5W,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000099,CV5276-001,315.0,215,8W,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000100,BQ6472-105,400.0,300,7W,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000101,DC0774-041,272.0,172,7.5W,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000102,DC0774-041,272.0,172,7.5W,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000103,DC0774-041,264.0,164,8W,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000104,DC0774-041,258.0,158,8.5W,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000105,DC0774-041,258.0,158,8.5W,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000106,DC0774-041,258.0,158,8.5W,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000107,DC0774-041,258.0,158,8.5W,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000108,DC0774-041,256.0,156,9W,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000109,DC0774-041,256.0,156,9W,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000110,DC0774-041,256.0,156,9W,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000111,BQ6472-015,240.0,140,12W,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000112,BQ6472-121,246.0,146,7W,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000113,BQ6472-121,238.0,138,7.5W,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000114,DC0774-114,220.0,120,6W,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000115,DC0774-114,223.0,123,6.5W,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000116,DC0774-114,223.0,123,6.5W,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000117,DC0774-114,220.0,120,7W,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000118,DC0774-114,220.0,120,7W,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000119,DC0774-114,225.0,125,8W,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000120,DC0774-114,225.0,125,8W,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000121,DC0774-114,225.0,125,8W,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000122,DC0774-114,223.0,123,8.5W,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000123,DC0774-114,222.0,122,9W,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000124,DC0774-114,222.0,122,9W,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000125,DC0774-114,225.0,125,9.5W,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000126,DC0774-114,229.0,129,10W,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000127,DC0774-114,228.0,128,11W,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000128,DC0774-114,228.0,128,11.5W,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000129,DC0774-114,222.0,122,12W,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000130,DC0774-604,212.0,112,7W,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000131,DC0774-604,229.0,129,9W,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000132,DC0774-604,229.0,129,9W,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000133,DC0774-604,213.0,113,9.5W,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000134,DC0774-604,223.0,123,10W,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000135,DM9126-104,214.0,114,10W,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000136,DM9126-104,207.0,107,10.5W,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000137,DM9126-104,207.0,107,11.5W,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000138,DM9126-104,212.0,112,12W,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000139,DO7139-002,249.0,149,9W,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000140,553558-163,195.0,95,10,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000141,553558-052,272.0,172,8,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000142,553558-052,272.0,172,8,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000143,553558-052,272.0,172,8,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000144,553558-052,272.0,172,8,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000145,553558-052,272.0,172,8,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000146,553558-052,272.0,172,8,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000147,553558-052,272.0,172,8,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000148,553558-052,272.0,172,8,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000149,553558-052,265.0,165,8.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000150,553558-052,265.0,165,8.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000151,553558-052,265.0,165,8.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000152,553558-052,265.0,165,8.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000153,553558-052,265.0,165,8.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000154,553558-052,258.0,158,9,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000155,553558-052,258.0,158,9,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000156,553558-052,258.0,158,9,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000157,553558-052,258.0,158,9,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000158,553558-052,258.0,158,9,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000159,553558-052,265.0,165,9.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000160,553558-052,265.0,165,9.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000161,553558-052,265.0,165,9.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000162,553558-052,252.0,152,10,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000163,553558-052,252.0,152,10,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000164,553558-052,252.0,152,10,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000165,553558-052,252.0,152,10,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000166,553558-052,252.0,152,10,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000167,553558-052,252.0,152,10,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000168,553558-052,258.0,158,10.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000169,553558-052,258.0,158,10.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000170,553558-052,258.0,158,10.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000171,553558-052,258.0,158,10.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000172,553558-052,258.0,158,10.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000173,553558-052,258.0,158,10.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000174,553558-052,258.0,158,10.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000175,553558-052,258.0,158,10.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000176,553558-052,258.0,158,10.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000177,553558-052,258.0,158,10.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000178,553558-052,255.0,155,11,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000179,553558-052,255.0,155,11,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000180,553558-052,255.0,155,11,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000181,553558-052,255.0,155,11,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000182,553558-052,255.0,155,11,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000183,553558-052,255.0,155,11,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000184,553558-052,255.0,155,11,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000185,553558-052,255.0,155,11,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000186,553558-052,255.0,155,11,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000187,553558-052,258.0,158,11.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000188,553558-052,258.0,158,11.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000189,553558-052,258.0,158,11.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000190,553558-052,249.0,149,12,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000191,553558-052,249.0,149,12,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000192,553558-052,249.0,149,12,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000193,553558-052,249.0,149,12,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000194,553558-052,249.0,149,12,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000195,553558-052,250.0,150,13,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000196,553558-052,250.0,150,13,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000197,553558-612,240.0,140,7.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000198,553558-612,232.0,132,8,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000199,553558-612,232.0,132,8,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000200,553558-612,234.0,134,8.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000201,553558-612,234.0,134,8.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000202,553558-612,234.0,134,8.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000203,553558-612,229.0,129,9,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000204,553558-612,229.0,129,9,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000205,553558-612,229.0,129,9,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000206,553558-612,231.0,131,9.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000207,553558-612,231.0,131,9.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000208,553558-612,231.0,131,9.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000209,553558-612,227.0,127,10,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000210,553558-612,227.0,127,10,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000211,553558-612,235.0,135,10.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000212,553558-612,235.0,135,10.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000213,553558-612,234.0,134,11,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000214,553558-612,234.0,134,11,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000215,553558-612,243.0,143,11.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000216,553558-612,235.0,135,12,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000217,553558-612,222.0,122,14,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000218,DD9315-100,308.0,208,9.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000219,DD9315-100,324.0,224,10.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000220,DH6931-001,251.0,151,8,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000221,DH6931-001,251.0,151,8,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000222,DH6931-001,251.0,151,8,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000223,DH6931-001,251.0,151,8,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000224,DH6931-001,250.0,150,8.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000225,DH6931-001,250.0,150,8.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000226,DH6931-001,250.0,150,8.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000227,DH6931-001,250.0,150,8.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000228,DH6931-001,250.0,150,8.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000229,DH6931-001,250.0,150,8.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000230,DH6931-001,250.0,150,8.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000231,DH6931-001,250.0,150,8.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000232,DH6931-001,250.0,150,8.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000233,DH6931-001,250.0,150,8.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000234,DH6931-001,233.0,133,9,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000235,DH6931-001,233.0,133,9,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000236,DH6931-001,233.0,133,9,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000237,DH6931-001,233.0,133,9,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000238,DH6931-001,233.0,133,9,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000239,DH6931-001,238.0,138,9,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000240,DH6931-001,230.0,130,10,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000241,DH6931-001,230.0,130,10,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000242,DH6931-001,245.0,145,12,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000243,DH6931-001,245.0,145,12,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000244,DM1199-100,216.0,116,8,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000245,DM1199-100,217.0,117,9.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000246,DM1199-100,217.0,117,10,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000247,DM1199-100,205.0,105,10.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000248,DM1199-100,205.0,105,10.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000249,DM1199-100,209.0,109,11,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000250,DM1199-100,216.0,116,11.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000251,DM1199-100,203.0,103,13,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000252,554724-082,275.0,175,8.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000253,554724-082,275.0,175,8.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000254,554724-082,275.0,175,8.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000255,554724-082,262.0,162,9,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000256,554724-082,262.0,162,9,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000257,554724-082,252.0,152,9.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000258,554724-082,252.0,152,9.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000259,554724-082,252.0,152,9.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000260,554724-082,259.0,159,10,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000261,554724-082,259.0,159,10,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000262,554724-082,266.0,166,10.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000263,554724-082,266.0,166,10.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000264,554724-096,247.0,147,8,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000265,554724-096,248.0,148,9.5,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000266,554724-096,254.0,154,10,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000267,554724-096,254.0,154,10,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000268,554724-096,262.0,162,13,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000269,554724-096,262.0,162,13,2022-10-20 00:00:00,N/A,Kickz Maryland
2022-10-20-000270,554724-371,221.0,121,8.5,2022-10-20 00:00:00,N/A,Kickz Maryland
