id,product,price,stockx_price,size,added_on,storage_loc,storage_addr
2022-12-10-000994,384664-113,365.0,265,11,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-000995,CT4954-007,339.0,239,11,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-000996,CT8529-012,294.0,194,9.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-000997,CT8529-012,294.0,194,9.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-000998,CT8529-012,295.0,195,10,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-000999,CT8529-012,287.0,187,10.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001000,CT8529-063,318.0,218,8,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001001,CT8529-063,318.0,218,8,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001002,CT8529-063,320.0,220,9,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001003,CT8529-063,330.0,230,9.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001004,CT8529-063,315.0,215,10.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001005,CT8529-063,324.0,224,12,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001006,CT8529-063,324.0,224,12,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001007,CT8529-063,311.0,211,13,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001008,CT8529-106,338.0,238,11.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001009,CT8529-106,330.0,230,13,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001010,CT8529-410,297.0,197,8,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001011,CT8529-410,310.0,210,9.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001012,CT8529-410,312.0,212,10,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001013,CT8529-410,312.0,212,10,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001014,CT8529-410,323.0,223,10.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001015,CT8529-410,323.0,223,10.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001016,CT8529-410,323.0,223,10.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001017,CT8529-410,329.0,229,13,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001018,CT8529-410,329.0,229,13,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001019,302370-121,524.0,424,11.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001020,AR4491-025,318.0,218,9,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001021,310805-408,449.0,349,11.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001022,705178-045,403.0,303,11.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001023,378037-061,437.0,337,9,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001024,378037-061,459.0,359,9.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001025,378037-061,485.0,385,10,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001026,528895-033,500.0,400,11.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001027,CT8012-005,359.0,259,8.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001028,CT8012-011,336.0,236,8,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001029,CT8012-011,336.0,236,8,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001030,CT8012-011,398.0,298,10.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001031,378038-003,435.0,335,6,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001032,378038-005,335.0,235,5.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001033,378038-005,335.0,235,5.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001034,378038-005,339.0,239,6,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001035,378038-011,303.0,203,5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001036,378038-061,362.0,262,5.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001037,153265-170,238.0,138,6,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001038,153265-006,234.0,134,5.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001039,153265-006,230.0,130,6,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001040,153265-006,230.0,130,6,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001041,153265-006,244.0,144,6.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001042,153265-006,239.0,139,7,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001043,153265-006,239.0,139,7,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001044,130690-410,429.0,329,11.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001045,130690-617,400.0,300,11.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001046,CT8013-006,299.0,199,8,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001047,CT8013-006,299.0,199,8.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001048,CT8013-006,303.0,203,9,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001049,CT8013-006,307.0,207,10,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001050,CT8013-006,320.0,220,10.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001051,CT8013-006,322.0,222,11,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001052,CT8013-006,335.0,235,12,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001053,CT8013-006,320.0,220,13,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001054,CT8013-006,320.0,220,13,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001055,CT8013-106,340.0,240,8,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001056,CT8013-106,340.0,240,8,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001057,CT8013-106,340.0,240,8,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001058,CT8013-106,360.0,260,8.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001059,CT8013-106,360.0,260,8.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001060,CT8013-106,360.0,260,8.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001061,CT8013-106,360.0,260,8.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001062,CT8013-106,360.0,260,8.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001063,CT8013-106,343.0,243,9,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001064,CT8013-106,343.0,243,9,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001065,CT8013-106,343.0,243,9,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001066,CT8013-106,343.0,243,10,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001067,CT8013-106,374.0,274,11,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001068,CT8013-106,374.0,274,11,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001069,CT8013-106,373.0,273,11.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001070,CT8013-106,373.0,273,11.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001071,CT8013-106,373.0,273,11.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001072,CT8013-106,329.0,229,12,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001073,CT8013-106,355.0,255,13,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001074,CT8013-106,355.0,255,13,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001075,CT8013-106,355.0,255,13,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001076,CT8013-106,355.0,255,13,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001077,CT8013-106,355.0,255,13,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001078,CT8013-015,276.0,176,9,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001079,CT8013-015,281.0,181,10,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001080,CT8013-015,281.0,181,10,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001081,CT8013-170,325.0,225,9,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001082,DC1062-006,320.0,220,8,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001083,DC1062-006,339.0,239,8.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001084,884129-015,209.0,109,4.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001085,884129-015,235.0,135,6,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001086,884129-015,255.0,155,6.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001087,884129-015,255.0,155,6.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001088,884129-015,249.0,149,7,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001089,DJ5982-015,283.0,183,9,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001090,DJ5982-015,283.0,183,9,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001091,DJ5982-015,283.0,183,9,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001092,DJ5982-015,277.0,177,9.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001093,DJ5982-015,277.0,177,9.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001094,DJ5982-015,279.0,179,10,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001095,DJ5982-015,279.0,179,10,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001096,DJ5982-015,279.0,179,10,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001097,DJ5982-015,294.0,194,10.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001098,DJ5982-015,294.0,194,10.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001099,DJ5982-015,294.0,194,11,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001100,DJ5982-015,300.0,200,13,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001101,414571-144,295.0,195,9.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001102,414571-144,288.0,188,12,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001103,414571-144,288.0,188,12,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001104,414571-144,289.0,189,13,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001105,414571-167,246.0,146,9,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001106,414571-167,246.0,146,9.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001107,414571-167,270.0,170,11.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001108,414571-167,297.0,197,13,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001109,487471-701,282.0,182,9,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001110,DO9406-200,235.0,135,8,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001111,DO9406-200,235.0,135,8,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001112,DO9406-200,265.0,165,8.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001113,DO9406-200,265.0,165,8.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001114,DO9406-200,265.0,165,9,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001115,DB2179-102,204.0,104,4,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001116,DB2179-103,317.0,217,4,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001117,DB2179-103,301.0,201,6,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001118,DB2179-400,188.0,88,6,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001119,DB2179-400,195.0,95,6.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001120,DB2179-400,195.0,95,7,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001121,DB2179-105,212.0,112,6,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001122,DH9751-100,197.0,97,6,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001123,DH9751-100,186.0,86,6.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001124,DH9751-100,186.0,86,6.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001125,DH9751-100,186.0,86,6.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001126,DV2185-100,256.0,156,9.5W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001127,DZ4454-500,1500.0,,5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001128,DZ4454-500,1500.0,,5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001129,DZ4454-500,1500.0,,5.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001130,DZ4454-500,1500.0,,6,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001131,DH3718-102,244.0,144,7.5W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001132,DH3718-102,244.0,144,7.5W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001133,DH5348-100,239.0,139,9,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001134,DH5348-100,250.0,150,9.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001135,DD1399-100,312.0,212,9.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001136,DD1399-102,264.0,164,9,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001137,DD1399-102,264.0,164,9,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001138,DD1399-104,232.0,132,8,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001139,DD1399-104,240.0,140,10,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001140,DD1399-104,240.0,140,10,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001141,DD1399-104,242.0,142,10.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001142,DD1399-104,242.0,142,10.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001143,DD1399-104,242.0,142,10.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001144,DD1399-104,242.0,142,10.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001145,DD1399-104,241.0,141,11,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001146,DD1399-105,220.0,120,10,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001147,DD1399-105,220.0,120,10,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001148,DD1399-105,220.0,120,10,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001149,DD1399-105,224.0,124,10.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001150,DD1399-105,226.0,126,11,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001151,DD1399-105,212.0,112,13,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001152,DD1869-107,337.0,237,8W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001153,DD1869-109,190.0,90,6W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001154,DD1869-103,230.0,130,6.5W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001155,DD1869-103,230.0,130,6.5W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001156,DD1869-103,229.0,129,8W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001157,DD1869-103,230.0,130,8.5W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001158,DD1869-103,238.0,138,9W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001159,DD1869-103,238.0,138,9W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001160,DD1869-103,239.0,139,9.5W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001161,DD1869-103,239.0,139,9.5W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001162,DD1869-103,227.0,127,11W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001163,DD1503-001,238.0,138,7.5W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001164,DD1503-101,277.0,177,7.5W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001165,DD1503-107,400.0,300,7W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001166,DD1503-111,282.0,182,8W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001167,DD1503-111,285.0,185,8.5W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001168,DD1503-115,371.0,271,8W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001169,DD1503-115,365.0,265,8.5W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001170,DD1503-116,317.0,217,9W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001171,DD1503-116,317.0,217,9W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001172,DD1503-118,297.0,197,7W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001173,DD1503-118,295.0,195,8W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001174,DD1503-118,279.0,179,10W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001175,DD1503-118,272.0,172,10.5W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001176,DD1503-600,222.0,122,9.5W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001177,DD1503-600,222.0,122,9.5W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001178,DD1503-601,220.0,120,6W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001179,DD1503-601,220.0,120,6W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001180,DD1503-601,213.0,113,6.5W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001181,DD1503-601,213.0,113,6.5W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001182,DD1503-601,213.0,113,7W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001183,DD1503-601,213.0,113,7W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001184,DD1503-601,219.0,119,7.5W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001185,DD1503-601,219.0,119,7.5W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001186,DD1503-601,210.0,110,8W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001187,DD1503-601,210.0,110,8W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001188,DD1872-100,253.0,153,6W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001189,DH4401-103,238.0,138,6W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001190,DH4401-103,248.0,148,6.5W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001191,DH4401-103,258.0,158,7W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001192,DH4401-103,258.0,158,7W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001193,DH4401-103,257.0,157,7.5W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001194,DH4401-103,257.0,157,7.5W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001195,DH4401-103,269.0,169,8W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001196,DH4401-103,265.0,165,9W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001197,DH4401-103,265.0,165,9W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001198,DH4401-104,214.0,114,6.5W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001199,DJ9955-101,232.0,132,6W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001200,DJ9955-101,242.0,142,6.5W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001201,DJ9955-101,242.0,142,6.5W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001202,DJ9955-101,242.0,142,6.5W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001203,DJ9955-101,251.0,151,7W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001204,DJ9955-101,252.0,152,7.5W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001205,DJ9955-101,252.0,152,7.5W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001206,DJ9955-101,252.0,152,7.5W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001207,DJ9955-101,283.0,183,8.5W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001208,DJ9955-800,220.0,120,6W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001209,DJ9955-800,220.0,120,6.5W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001210,DJ9955-800,220.0,120,6.5W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001211,DJ9955-800,225.0,125,7W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001212,DJ9955-800,228.0,128,7.5W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001213,DJ9955-800,239.0,139,8W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001214,DJ9955-800,239.0,139,8W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001215,DM9467-500,366.0,266,8W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001216,DN1431-103,249.0,149,6W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001217,DN1431-103,250.0,150,6.5W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001218,DN1431-103,250.0,150,6.5W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001219,DN1431-103,259.0,159,7W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001220,DN1431-103,271.0,171,7.5W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001221,DN3866-100,224.0,124,6.5W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001222,DN3866-100,232.0,132,7W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001223,DN3866-100,237.0,137,9W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001224,DN3866-100,243.0,143,9.5W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001225,DN3866-100,247.0,147,11W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001226,DO5882-001,276.0,176,7W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001227,DO9458-101,238.0,138,9W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001228,DO9458-101,255.0,155,9.5W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001229,DQ0265-100,211.0,111,6.5W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001230,DQ4697-800,314.0,214,6.5W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001231,DQ4697-800,284.0,184,10W,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001232,DD1391-001,297.0,197,9,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001233,DD1391-002,299.0,199,8,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001234,DD1391-002,338.0,238,9,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001235,DD1391-002,330.0,230,10,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001236,DD1391-003,384.0,284,9,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001237,DD1391-003,382.0,282,10,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001238,DD1391-004,228.0,128,9,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001239,DD1391-004,236.0,136,9.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001240,DD1391-004,234.0,134,10,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001241,DD1391-004,234.0,134,10,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001242,DD1391-004,234.0,134,10,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001243,DD1391-004,265.0,165,12,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001244,DD1391-100,270.0,170,8,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001245,DD1391-100,270.0,170,8,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001246,DD1391-100,270.0,170,8,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001247,DD1391-100,270.0,170,8,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001248,DD1391-100,270.0,170,8.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001249,DD1391-100,270.0,170,8.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001250,DD1391-100,270.0,170,8.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001251,DD1391-100,270.0,170,8.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001252,DD1391-100,270.0,170,8.5,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001253,DD1391-100,270.0,170,9,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001254,DD1391-100,270.0,170,9,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001255,DD1391-100,270.0,170,9,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001256,DD1391-100,270.0,170,9,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001257,DD1391-100,270.0,170,9,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001258,DD1391-100,270.0,170,9,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001259,DD1391-100,270.0,170,9,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001260,DD1391-100,270.0,170,9,2022-12-10 02:23:54,N/A,Kickz Maryland
2022-12-10-001261,DD1391-100,270.0,170,9.5,2022-12-10 02:23:54,N/A,Kickz Maryland
